,video_path,frame_idx,cord_1_x,cord_1_y,cord_2_x,cord_2_y,cord_3_x,cord_3_y
23019,games\6\6_16.mp4,27,510,236,507,240,506,245
23020,games\6\6_16.mp4,28,507,240,506,245,502,251
23021,games\6\6_16.mp4,29,506,245,502,251,499,259
23022,games\6\6_16.mp4,30,502,251,499,259,496,272
23023,games\6\6_16.mp4,31,499,259,496,272,493,281
23024,games\6\6_16.mp4,32,496,272,493,281,489,293
23025,games\6\6_16.mp4,33,493,281,489,293,488,295
23026,games\6\6_16.mp4,34,489,293,488,295,486,314
23027,games\6\6_16.mp4,35,488,295,486,314,482,333
23028,games\6\6_16.mp4,36,486,314,482,333,479,353
23029,games\6\6_16.mp4,37,482,333,479,353,479,386
23030,games\6\6_16.mp4,38,479,353,479,386,484,400
23031,games\6\6_16.mp4,39,479,386,484,400,495,358
23032,games\6\6_16.mp4,40,484,400,495,358,512,319
23033,games\6\6_16.mp4,41,495,358,512,319,526,286
23034,games\6\6_16.mp4,42,512,319,526,286,541,252
23035,games\6\6_16.mp4,43,526,286,541,252,553,220
23036,games\6\6_16.mp4,44,541,252,553,220,568,190
23037,games\6\6_16.mp4,45,553,220,568,190,581,165
23038,games\6\6_16.mp4,46,568,190,581,165,591,140
23039,games\6\6_16.mp4,47,581,165,591,140,600,119
23040,games\6\6_16.mp4,48,591,140,600,119,611,96
23041,games\6\6_16.mp4,49,600,119,611,96,622,75
23042,games\6\6_16.mp4,50,611,96,622,75,634,61
23043,games\6\6_16.mp4,51,622,75,634,61,647,42
23044,games\6\6_16.mp4,52,634,61,647,42,644,42
23045,games\6\6_16.mp4,53,647,42,644,42,657,27
23046,games\6\6_16.mp4,54,644,42,657,27,667,15
23047,games\6\6_16.mp4,55,657,27,667,15,675,6
23048,games\6\6_16.mp4,56,667,15,675,6,0,0
23049,games\6\6_16.mp4,57,675,6,0,0,0,0
23050,games\6\6_16.mp4,58,0,0,0,0,0,0
23051,games\6\6_16.mp4,59,0,0,0,0,0,0
23052,games\6\6_16.mp4,60,0,0,0,0,0,0
23053,games\6\6_16.mp4,61,0,0,0,0,0,0
23054,games\6\6_16.mp4,62,0,0,0,0,0,0
23055,games\6\6_16.mp4,63,0,0,0,0,0,0
23056,games\6\6_16.mp4,64,0,0,0,0,0,0
23057,games\6\6_16.mp4,65,0,0,0,0,0,0
23058,games\6\6_16.mp4,66,0,0,0,0,0,0
23059,games\6\6_16.mp4,67,0,0,0,0,0,0
23060,games\6\6_16.mp4,68,0,0,0,0,0,0
23061,games\6\6_16.mp4,69,0,0,0,0,0,0
23062,games\6\6_16.mp4,70,0,0,0,0,0,0
23063,games\6\6_16.mp4,71,0,0,0,0,0,0
23064,games\6\6_16.mp4,72,0,0,0,0,816,7
23065,games\6\6_16.mp4,73,0,0,816,7,821,11
23066,games\6\6_16.mp4,74,816,7,821,11,826,24
23067,games\6\6_16.mp4,75,821,11,826,24,842,48
23068,games\6\6_16.mp4,76,826,24,842,48,851,62
23069,games\6\6_16.mp4,77,842,48,851,62,856,75
23070,games\6\6_16.mp4,78,851,62,856,75,860,89
23071,games\6\6_16.mp4,79,856,75,860,89,868,105
23072,games\6\6_16.mp4,80,860,89,868,105,875,122
23073,games\6\6_16.mp4,81,868,105,875,122,881,139
23074,games\6\6_16.mp4,82,875,122,881,139,887,156
23075,games\6\6_16.mp4,83,881,139,887,156,891,172
23076,games\6\6_16.mp4,84,887,156,891,172,899,193
23077,games\6\6_16.mp4,85,891,172,899,193,904,215
23078,games\6\6_16.mp4,86,899,193,904,215,909,235
23079,games\6\6_16.mp4,87,904,215,909,235,914,251
23080,games\6\6_16.mp4,88,909,235,914,251,920,272
23081,games\6\6_16.mp4,89,914,251,920,272,920,296
23082,games\6\6_16.mp4,90,920,272,920,296,925,295
23083,games\6\6_16.mp4,91,920,296,925,295,930,314
23084,games\6\6_16.mp4,92,925,295,930,314,926,317
23085,games\6\6_16.mp4,93,930,314,926,317,895,278
23086,games\6\6_16.mp4,94,926,317,895,278,876,250
23087,games\6\6_16.mp4,95,895,278,876,250,858,227
23088,games\6\6_16.mp4,96,876,250,858,227,843,212
23089,games\6\6_16.mp4,97,858,227,843,212,829,196
23090,games\6\6_16.mp4,98,843,212,829,196,811,176
23091,games\6\6_16.mp4,99,829,196,811,176,796,161
23092,games\6\6_16.mp4,100,811,176,796,161,781,150
23093,games\6\6_16.mp4,101,796,161,781,150,763,135
23094,games\6\6_16.mp4,102,781,150,763,135,750,122
23095,games\6\6_16.mp4,103,763,135,750,122,734,109
23096,games\6\6_16.mp4,104,750,122,734,109,723,99
23097,games\6\6_16.mp4,105,734,109,723,99,707,93
23098,games\6\6_16.mp4,106,723,99,707,93,704,88
23099,games\6\6_16.mp4,107,707,93,704,88,676,77
23100,games\6\6_16.mp4,108,704,88,676,77,663,71
23101,games\6\6_16.mp4,109,676,77,663,71,665,72
23102,games\6\6_16.mp4,110,663,71,665,72,649,65
23103,games\6\6_16.mp4,111,665,72,649,65,634,59
23104,games\6\6_16.mp4,112,649,65,634,59,605,55
23105,games\6\6_16.mp4,113,634,59,605,55,595,55
23106,games\6\6_16.mp4,114,605,55,595,55,578,53
23107,games\6\6_16.mp4,115,595,55,578,53,565,54
23108,games\6\6_16.mp4,116,578,53,565,54,554,58
23109,games\6\6_16.mp4,117,565,54,554,58,538,60
23110,games\6\6_16.mp4,118,554,58,538,60,530,66
23111,games\6\6_16.mp4,119,538,60,530,66,520,68
23112,games\6\6_16.mp4,120,530,66,520,68,503,79
23113,games\6\6_16.mp4,121,520,68,503,79,488,85
23114,games\6\6_16.mp4,122,503,79,488,85,476,89
23115,games\6\6_16.mp4,123,488,85,476,89,462,101
23116,games\6\6_16.mp4,124,476,89,462,101,451,108
23117,games\6\6_16.mp4,125,462,101,451,108,436,119
23118,games\6\6_16.mp4,126,451,108,436,119,424,132
23119,games\6\6_16.mp4,127,436,119,424,132,411,144
23120,games\6\6_16.mp4,128,424,132,411,144,411,144
23121,games\6\6_16.mp4,129,411,144,411,144,400,153
23122,games\6\6_16.mp4,130,411,144,400,153,389,170
23123,games\6\6_16.mp4,131,400,153,389,170,366,196
23124,games\6\6_16.mp4,132,389,170,366,196,354,214
23125,games\6\6_16.mp4,133,366,196,354,214,343,231
23126,games\6\6_16.mp4,134,354,214,343,231,331,251
23127,games\6\6_16.mp4,135,343,231,331,251,360,257
23128,games\6\6_16.mp4,136,331,251,360,257,402,258
23129,games\6\6_16.mp4,137,360,257,402,258,435,262
23130,games\6\6_16.mp4,138,402,258,435,262,468,267
23131,games\6\6_16.mp4,139,435,262,468,267,493,274
23132,games\6\6_16.mp4,140,468,267,493,274,517,275
23133,games\6\6_16.mp4,141,493,274,517,275,536,281
23134,games\6\6_16.mp4,142,517,275,536,281,552,288
23135,games\6\6_16.mp4,143,536,281,552,288,574,292
23136,games\6\6_16.mp4,144,552,288,574,292,588,295
23137,games\6\6_16.mp4,145,574,292,588,295,603,302
23138,games\6\6_16.mp4,146,588,295,603,302,618,312
23139,games\6\6_16.mp4,147,603,302,618,312,620,312
23140,games\6\6_16.mp4,148,618,312,620,312,634,319
23141,games\6\6_16.mp4,149,620,312,634,319,656,335
23142,games\6\6_16.mp4,150,634,319,656,335,663,341
23143,games\6\6_16.mp4,151,656,335,663,341,665,333
23144,games\6\6_16.mp4,152,663,341,665,333,666,330
23145,games\6\6_16.mp4,153,665,333,666,330,669,324
23146,games\6\6_16.mp4,154,666,330,669,324,670,319
23147,games\6\6_16.mp4,155,669,324,670,319,672,318
23148,games\6\6_16.mp4,156,670,319,672,318,674,314
23149,games\6\6_16.mp4,157,672,318,674,314,674,314
23150,games\6\6_16.mp4,158,674,314,674,314,677,312
23151,games\6\6_16.mp4,159,674,314,677,312,680,313
23152,games\6\6_16.mp4,160,677,312,680,313,681,312
23153,games\6\6_16.mp4,161,680,313,681,312,682,310
23154,games\6\6_16.mp4,162,681,312,682,310,683,311
23155,games\6\6_16.mp4,163,682,310,683,311,684,315
23156,games\6\6_16.mp4,164,683,311,684,315,687,319
23157,games\6\6_16.mp4,165,684,315,687,319,688,319
23158,games\6\6_16.mp4,166,687,319,688,319,690,320
23159,games\6\6_16.mp4,167,688,319,690,320,690,325
23160,games\6\6_16.mp4,168,690,320,690,325,694,331
23161,games\6\6_16.mp4,169,690,325,694,331,695,343
23162,games\6\6_16.mp4,170,694,331,695,343,696,348
23163,games\6\6_16.mp4,171,695,343,696,348,698,356
23164,games\6\6_16.mp4,172,696,348,698,356,698,362
23165,games\6\6_16.mp4,173,698,356,698,362,702,370
23166,games\6\6_16.mp4,174,698,362,702,370,703,386
23167,games\6\6_16.mp4,175,702,370,703,386,707,393
23168,games\6\6_16.mp4,176,703,386,707,393,707,408
23169,games\6\6_16.mp4,177,707,393,707,408,709,423
23170,games\6\6_16.mp4,178,707,408,709,423,711,440
23171,games\6\6_16.mp4,179,709,423,711,440,712,453
23172,games\6\6_16.mp4,180,711,440,712,453,713,443
23173,games\6\6_16.mp4,181,712,453,713,443,713,431
23174,games\6\6_16.mp4,182,713,443,713,431,713,421
23175,games\6\6_16.mp4,183,713,431,713,421,712,412
23176,games\6\6_16.mp4,184,713,421,712,412,712,404
23177,games\6\6_16.mp4,185,712,412,712,404,713,396
23178,games\6\6_16.mp4,186,712,404,713,396,713,388
23179,games\6\6_16.mp4,187,713,396,713,388,712,383
23180,games\6\6_16.mp4,188,713,388,712,383,713,378
23181,games\6\6_16.mp4,189,712,383,713,378,710,371
23182,games\6\6_16.mp4,190,713,378,710,371,713,367
23183,games\6\6_16.mp4,191,710,371,713,367,711,362
23184,games\6\6_16.mp4,192,713,367,711,362,712,356
23185,games\6\6_16.mp4,193,711,362,712,356,710,351
23186,games\6\6_16.mp4,194,712,356,710,351,710,346
23187,games\6\6_16.mp4,195,710,351,710,346,709,339
23188,games\6\6_16.mp4,196,710,346,709,339,710,338
23189,games\6\6_16.mp4,197,709,339,710,338,710,333
23190,games\6\6_16.mp4,198,710,338,710,333,710,333
23191,games\6\6_16.mp4,199,710,333,710,333,710,329
23192,games\6\6_16.mp4,200,710,333,710,329,709,330
23193,games\6\6_16.mp4,201,710,329,709,330,713,330
23194,games\6\6_16.mp4,202,709,330,713,330,712,332
23195,games\6\6_16.mp4,203,713,330,712,332,714,333
23196,games\6\6_17.mp4,0,0,0,0,0,0,0
23197,games\6\6_17.mp4,1,0,0,0,0,0,0
23198,games\6\6_17.mp4,2,0,0,0,0,0,0
23199,games\6\6_17.mp4,3,0,0,0,0,0,0
23200,games\6\6_17.mp4,4,0,0,0,0,0,0
23201,games\6\6_17.mp4,5,0,0,0,0,0,0
23202,games\6\6_17.mp4,6,0,0,0,0,0,0
23203,games\6\6_17.mp4,7,0,0,0,0,0,0
23204,games\6\6_17.mp4,8,0,0,0,0,0,0
23205,games\6\6_17.mp4,9,0,0,0,0,0,0
23206,games\6\6_17.mp4,10,0,0,0,0,0,0
23207,games\6\6_17.mp4,11,0,0,0,0,0,0
23208,games\6\6_17.mp4,12,0,0,0,0,0,0
23209,games\6\6_17.mp4,13,0,0,0,0,0,0
23210,games\6\6_17.mp4,14,0,0,0,0,0,0
23211,games\6\6_17.mp4,15,0,0,0,0,0,0
23212,games\6\6_17.mp4,16,0,0,0,0,0,0
23213,games\6\6_17.mp4,17,0,0,0,0,0,0
23214,games\6\6_17.mp4,18,0,0,0,0,0,0
23215,games\6\6_17.mp4,19,0,0,0,0,0,0
23216,games\6\6_17.mp4,20,0,0,0,0,1263,218
23217,games\6\6_17.mp4,21,0,0,1263,218,1200,197
23218,games\6\6_17.mp4,22,1263,218,1200,197,1106,178
23219,games\6\6_17.mp4,23,1200,197,1106,178,1064,165
23220,games\6\6_17.mp4,24,1106,178,1064,165,1030,162
23221,games\6\6_17.mp4,25,1064,165,1030,162,1000,159
23222,games\6\6_17.mp4,26,1030,162,1000,159,978,160
23223,games\6\6_17.mp4,27,1000,159,978,160,955,162
23224,games\6\6_17.mp4,28,978,160,955,162,935,166
23225,games\6\6_17.mp4,29,955,162,935,166,918,166
23226,games\6\6_17.mp4,30,935,166,918,166,899,171
23227,games\6\6_17.mp4,31,918,166,899,171,883,173
23228,games\6\6_17.mp4,32,899,171,883,173,873,179
23229,games\6\6_17.mp4,33,883,173,873,179,858,185
23230,games\6\6_17.mp4,34,873,179,858,185,851,188
23231,games\6\6_17.mp4,35,858,185,851,188,850,186
23232,games\6\6_17.mp4,36,851,188,850,186,835,198
23233,games\6\6_17.mp4,37,850,186,835,198,826,202
23234,games\6\6_17.mp4,38,835,198,826,202,815,209
23235,games\6\6_17.mp4,39,826,202,815,209,804,219
23236,games\6\6_17.mp4,40,815,209,804,219,794,229
23237,games\6\6_17.mp4,41,804,219,794,229,780,241
23238,games\6\6_17.mp4,42,794,229,780,241,775,249
23239,games\6\6_17.mp4,43,780,241,775,249,767,258
23240,games\6\6_17.mp4,44,775,249,767,258,760,266
23241,games\6\6_17.mp4,45,767,258,760,266,752,275
23242,games\6\6_17.mp4,46,760,266,752,275,747,284
23243,games\6\6_17.mp4,47,752,275,747,284,740,294
23244,games\6\6_17.mp4,48,747,284,740,294,736,299
23245,games\6\6_17.mp4,49,740,294,736,299,728,317
23246,games\6\6_17.mp4,50,736,299,728,317,723,322
23247,games\6\6_17.mp4,51,728,317,723,322,719,333
23248,games\6\6_17.mp4,52,723,322,719,333,714,340
23249,games\6\6_17.mp4,53,719,333,714,340,706,349
23250,games\6\6_17.mp4,54,714,340,706,349,708,351
23251,games\6\6_17.mp4,55,706,349,708,351,0,0
23252,games\6\6_17.mp4,56,708,351,0,0,0,0
23253,games\6\6_17.mp4,57,0,0,0,0,690,345
23254,games\6\6_17.mp4,58,0,0,690,345,686,330
23255,games\6\6_17.mp4,59,690,345,686,330,681,317
23256,games\6\6_17.mp4,60,686,330,681,317,667,285
23257,games\6\6_17.mp4,61,681,317,667,285,660,272
23258,games\6\6_17.mp4,62,667,285,660,272,657,261
23259,games\6\6_17.mp4,63,660,272,657,261,648,245
23260,games\6\6_17.mp4,64,657,261,648,245,643,235
23261,games\6\6_17.mp4,65,648,245,643,235,637,223
23262,games\6\6_17.mp4,66,643,235,637,223,632,211
23263,games\6\6_17.mp4,67,637,223,632,211,625,198
23264,games\6\6_17.mp4,68,632,211,625,198,620,191
23265,games\6\6_17.mp4,69,625,198,620,191,615,180
23266,games\6\6_17.mp4,70,620,191,615,180,607,171
23267,games\6\6_17.mp4,71,615,180,607,171,603,162
23268,games\6\6_17.mp4,72,607,171,603,162,596,154
23269,games\6\6_17.mp4,73,603,162,596,154,597,156
23270,games\6\6_17.mp4,74,596,154,597,156,591,147
23271,games\6\6_17.mp4,75,597,156,591,147,584,140
23272,games\6\6_17.mp4,76,591,147,584,140,578,135
23273,games\6\6_17.mp4,77,584,140,578,135,570,128
23274,games\6\6_17.mp4,78,578,135,570,128,559,117
23275,games\6\6_17.mp4,79,570,128,559,117,553,115
23276,games\6\6_17.mp4,80,559,117,553,115,546,110
23277,games\6\6_17.mp4,81,553,115,546,110,541,107
23278,games\6\6_17.mp4,82,546,110,541,107,536,105
23279,games\6\6_17.mp4,83,541,107,536,105,532,102
23280,games\6\6_17.mp4,84,536,105,532,102,523,103
23281,games\6\6_17.mp4,85,532,102,523,103,516,101
23282,games\6\6_17.mp4,86,523,103,516,101,511,102
23283,games\6\6_17.mp4,87,516,101,511,102,506,100
23284,games\6\6_17.mp4,88,511,102,506,100,499,102
23285,games\6\6_17.mp4,89,506,100,499,102,493,104
23286,games\6\6_17.mp4,90,499,102,493,104,487,108
23287,games\6\6_17.mp4,91,493,104,487,108,482,111
23288,games\6\6_17.mp4,92,487,108,482,111,476,113
23289,games\6\6_17.mp4,93,482,111,476,113,474,113
23290,games\6\6_17.mp4,94,476,113,474,113,469,116
23291,games\6\6_17.mp4,95,474,113,469,116,464,123
23292,games\6\6_17.mp4,96,469,116,464,123,457,126
23293,games\6\6_17.mp4,97,464,123,457,126,444,142
23294,games\6\6_17.mp4,98,457,126,444,142,437,148
23295,games\6\6_17.mp4,99,444,142,437,148,430,157
23296,games\6\6_17.mp4,100,437,148,430,157,423,167
23297,games\6\6_17.mp4,101,430,157,423,167,418,173
23298,games\6\6_17.mp4,102,423,167,418,173,410,185
23299,games\6\6_17.mp4,103,418,173,410,185,405,192
23300,games\6\6_17.mp4,104,410,185,405,192,399,202
23301,games\6\6_17.mp4,105,405,192,399,202,391,217
23302,games\6\6_17.mp4,106,399,202,391,217,388,229
23303,games\6\6_17.mp4,107,391,217,388,229,378,242
23304,games\6\6_17.mp4,108,388,229,378,242,371,254
23305,games\6\6_17.mp4,109,378,242,371,254,364,269
23306,games\6\6_17.mp4,110,371,254,364,269,358,278
23307,games\6\6_17.mp4,111,364,269,358,278,0,0
23308,games\6\6_17.mp4,112,358,278,0,0,0,0
23309,games\6\6_17.mp4,113,0,0,0,0,346,313
23310,games\6\6_17.mp4,114,0,0,346,313,338,329
23311,games\6\6_17.mp4,115,346,313,338,329,332,341
23312,games\6\6_17.mp4,116,338,329,332,341,336,312
23313,games\6\6_17.mp4,117,332,341,336,312,333,302
23314,games\6\6_17.mp4,118,336,312,333,302,340,284
23315,games\6\6_17.mp4,119,333,302,340,284,342,271
23316,games\6\6_17.mp4,120,340,284,342,271,344,261
23317,games\6\6_17.mp4,121,342,271,344,261,345,246
23318,games\6\6_17.mp4,122,344,261,345,246,348,235
23319,games\6\6_17.mp4,123,345,246,348,235,347,224
23320,games\6\6_17.mp4,124,348,235,347,224,350,211
23321,games\6\6_17.mp4,125,347,224,350,211,352,202
23322,games\6\6_17.mp4,126,350,211,352,202,357,191
23323,games\6\6_17.mp4,127,352,202,357,191,357,183
23324,games\6\6_17.mp4,128,357,191,357,183,361,177
23325,games\6\6_17.mp4,129,357,183,361,177,361,168
23326,games\6\6_17.mp4,130,361,177,361,168,361,162
23327,games\6\6_17.mp4,131,361,168,361,162,362,164
23328,games\6\6_17.mp4,132,361,162,362,164,365,155
23329,games\6\6_17.mp4,133,362,164,365,155,368,152
23330,games\6\6_17.mp4,134,365,155,368,152,370,140
23331,games\6\6_17.mp4,135,368,152,370,140,372,137
23332,games\6\6_17.mp4,136,370,140,372,137,373,134
23333,games\6\6_17.mp4,137,372,137,373,134,377,133
23334,games\6\6_17.mp4,138,373,134,377,133,377,132
23335,games\6\6_17.mp4,139,377,133,377,132,381,132
23336,games\6\6_17.mp4,140,377,132,381,132,382,131
23337,games\6\6_17.mp4,141,381,132,382,131,384,133
23338,games\6\6_17.mp4,142,382,131,384,133,386,133
23339,games\6\6_17.mp4,143,384,133,386,133,387,136
23340,games\6\6_17.mp4,144,386,133,387,136,389,139
23341,games\6\6_17.mp4,145,387,136,389,139,391,142
23342,games\6\6_17.mp4,146,389,139,391,142,393,148
23343,games\6\6_17.mp4,147,391,142,393,148,394,152
23344,games\6\6_17.mp4,148,393,148,394,152,397,157
23345,games\6\6_17.mp4,149,394,152,397,157,398,164
23346,games\6\6_17.mp4,150,397,157,398,164,398,166
23347,games\6\6_17.mp4,151,398,164,398,166,399,172
23348,games\6\6_17.mp4,152,398,166,399,172,402,179
23349,games\6\6_17.mp4,153,399,172,402,179,405,199
23350,games\6\6_17.mp4,154,402,179,405,199,408,208
23351,games\6\6_17.mp4,155,405,199,408,208,409,219
23352,games\6\6_17.mp4,156,408,208,409,219,411,233
23353,games\6\6_17.mp4,157,409,219,411,233,414,246
23354,games\6\6_17.mp4,158,411,233,414,246,412,258
23355,games\6\6_17.mp4,159,414,246,412,258,415,269
23356,games\6\6_17.mp4,160,412,258,415,269,419,279
23357,games\6\6_17.mp4,161,415,269,419,279,424,280
23358,games\6\6_17.mp4,162,419,279,424,280,430,272
23359,games\6\6_17.mp4,163,424,280,430,272,436,267
23360,games\6\6_17.mp4,164,430,272,436,267,447,267
23361,games\6\6_17.mp4,165,436,267,447,267,454,262
23362,games\6\6_17.mp4,166,447,267,454,262,462,258
23363,games\6\6_17.mp4,167,454,262,462,258,469,258
23364,games\6\6_17.mp4,168,462,258,469,258,476,252
23365,games\6\6_17.mp4,169,469,258,476,252,477,254
23366,games\6\6_17.mp4,170,476,252,477,254,485,251
23367,games\6\6_17.mp4,171,477,254,485,251,493,248
23368,games\6\6_17.mp4,172,485,251,493,248,506,249
23369,games\6\6_17.mp4,173,493,248,506,249,515,250
23370,games\6\6_17.mp4,174,506,249,515,250,524,254
23371,games\6\6_17.mp4,175,515,250,524,254,530,255
23372,games\6\6_17.mp4,176,524,254,530,255,536,262
23373,games\6\6_17.mp4,177,530,255,536,262,549,267
23374,games\6\6_17.mp4,178,536,262,549,267,555,272
23375,games\6\6_17.mp4,179,549,267,555,272,562,279
23376,games\6\6_17.mp4,180,555,272,562,279,571,290
23377,games\6\6_17.mp4,181,562,279,571,290,580,295
23378,games\6\6_17.mp4,182,571,290,580,295,588,311
23379,games\6\6_17.mp4,183,580,295,588,311,597,324
23380,games\6\6_17.mp4,184,588,311,597,324,604,337
23381,games\6\6_17.mp4,185,597,324,604,337,615,353
23382,games\6\6_17.mp4,186,604,337,615,353,626,367
23383,games\6\6_17.mp4,187,615,353,626,367,632,380
23384,games\6\6_17.mp4,188,626,367,632,380,631,381
23385,games\6\6_17.mp4,189,632,380,631,381,0,0
23386,games\6\6_17.mp4,190,631,381,0,0,0,0
23387,games\6\6_17.mp4,191,0,0,0,0,0,0
23388,games\6\6_17.mp4,192,0,0,0,0,0,0
23389,games\6\6_17.mp4,193,0,0,0,0,0,0
23390,games\6\6_17.mp4,194,0,0,0,0,0,0
23391,games\6\6_17.mp4,195,0,0,0,0,0,0
23392,games\6\6_17.mp4,196,0,0,0,0,602,416
23393,games\6\6_17.mp4,197,0,0,602,416,592,410
23394,games\6\6_17.mp4,198,602,416,592,410,578,407
23395,games\6\6_17.mp4,199,592,410,578,407,565,402
23396,games\6\6_17.mp4,200,578,407,565,402,551,401
23397,games\6\6_17.mp4,201,565,402,551,401,541,401
23398,games\6\6_17.mp4,202,551,401,541,401,530,397
23399,games\6\6_17.mp4,203,541,401,530,397,518,400
23400,games\6\6_17.mp4,204,530,397,518,400,507,400
23401,games\6\6_17.mp4,205,518,400,507,400,506,387
23402,games\6\6_17.mp4,206,507,400,506,387,505,371
23403,games\6\6_17.mp4,207,506,387,505,371,503,371
23404,games\6\6_17.mp4,208,505,371,503,371,507,352
23405,games\6\6_17.mp4,209,503,371,507,352,508,326
23406,games\6\6_17.mp4,210,507,352,508,326,508,310
23407,games\6\6_17.mp4,211,508,326,508,310,507,304
23408,games\6\6_17.mp4,212,508,310,507,304,505,289
23409,games\6\6_17.mp4,213,507,304,505,289,506,277
23410,games\6\6_17.mp4,214,505,289,506,277,505,272
23411,games\6\6_17.mp4,215,506,277,505,272,507,263
23412,games\6\6_17.mp4,216,505,272,507,263,506,258
23413,games\6\6_17.mp4,217,507,263,506,258,508,250
23414,games\6\6_17.mp4,218,506,258,508,250,505,244
23415,games\6\6_17.mp4,219,508,250,505,244,504,242
23416,games\6\6_17.mp4,220,505,244,504,242,506,238
23417,games\6\6_17.mp4,221,504,242,506,238,502,237
23418,games\6\6_17.mp4,222,506,238,502,237,505,238
23419,games\6\6_17.mp4,223,502,237,505,238,504,241
23420,games\6\6_17.mp4,224,505,238,504,241,505,245
23421,games\6\6_17.mp4,225,504,241,505,245,504,250
23422,games\6\6_17.mp4,226,505,245,504,250,504,251
23423,games\6\6_17.mp4,227,504,250,504,251,502,258
23424,games\6\6_17.mp4,228,504,251,502,258,503,266
23425,games\6\6_17.mp4,229,502,258,503,266,505,271
23426,games\6\6_17.mp4,230,503,266,505,271,501,283
23427,games\6\6_17.mp4,231,505,271,501,283,502,293
23428,games\6\6_17.mp4,232,501,283,502,293,505,302
23429,games\6\6_17.mp4,233,502,293,505,302,501,317
23430,games\6\6_17.mp4,234,505,302,501,317,502,327
23431,games\6\6_17.mp4,235,501,317,502,327,502,341
23432,games\6\6_17.mp4,236,502,327,502,341,498,357
23433,games\6\6_17.mp4,237,502,341,498,357,498,373
23434,games\6\6_17.mp4,238,498,357,498,373,500,373
23435,games\6\6_17.mp4,239,498,373,500,373,511,348
23436,games\6\6_17.mp4,240,500,373,511,348,518,326
23437,games\6\6_17.mp4,241,511,348,518,326,526,305
23438,games\6\6_17.mp4,242,518,326,526,305,530,285
23439,games\6\6_17.mp4,243,526,305,530,285,535,274
23440,games\6\6_17.mp4,244,530,285,535,274,542,256
23441,games\6\6_17.mp4,245,535,274,542,256,545,256
23442,games\6\6_17.mp4,246,542,256,545,256,552,235
23443,games\6\6_17.mp4,247,545,256,552,235,558,224
23444,games\6\6_17.mp4,248,552,235,558,224,561,217
23445,games\6\6_17.mp4,249,558,224,561,217,565,207
23446,games\6\6_17.mp4,250,561,217,565,207,570,203
23447,games\6\6_17.mp4,251,565,207,570,203,572,199
23448,games\6\6_17.mp4,252,570,203,572,199,574,195
23449,games\6\6_17.mp4,253,572,199,574,195,577,191
23450,games\6\6_17.mp4,254,574,195,577,191,582,194
23451,games\6\6_17.mp4,255,577,191,582,194,586,188
23452,games\6\6_17.mp4,256,582,194,586,188,590,190
23453,games\6\6_17.mp4,257,586,188,590,190,590,190
23454,games\6\6_17.mp4,258,590,190,590,190,595,190
23455,games\6\6_17.mp4,259,590,190,595,190,598,192
23456,games\6\6_17.mp4,260,595,190,598,192,600,196
23457,games\6\6_17.mp4,261,598,192,600,196,602,197
23458,games\6\6_17.mp4,262,600,196,602,197,604,200
23459,games\6\6_17.mp4,263,602,197,604,200,604,204
23460,games\6\6_17.mp4,264,604,200,604,204,607,201
23461,games\6\6_17.mp4,265,604,204,607,201,609,212
23462,games\6\6_17.mp4,266,607,201,609,212,613,217
23463,games\6\6_17.mp4,267,609,212,613,217,614,225
23464,games\6\6_17.mp4,268,613,217,614,225,617,230
23465,games\6\6_17.mp4,269,614,225,617,230,618,236
23466,games\6\6_17.mp4,270,617,230,618,236,620,242
23467,games\6\6_17.mp4,271,618,236,620,242,621,251
23468,games\6\6_17.mp4,272,620,242,621,251,623,258
23469,games\6\6_17.mp4,273,621,251,623,258,626,266
23470,games\6\6_17.mp4,274,623,258,626,266,627,276
23471,games\6\6_17.mp4,275,626,266,627,276,628,287
23472,games\6\6_17.mp4,276,627,276,628,287,631,294
23473,games\6\6_17.mp4,277,628,287,631,294,630,299
23474,games\6\6_17.mp4,278,631,294,630,299,633,316
23475,games\6\6_17.mp4,279,630,299,633,316,635,326
23476,games\6\6_17.mp4,280,633,316,635,326,634,333
23477,games\6\6_17.mp4,281,635,326,634,333,637,348
23478,games\6\6_17.mp4,282,634,333,637,348,637,350
23479,games\6\6_17.mp4,283,637,348,637,350,633,342
23480,games\6\6_17.mp4,284,637,350,633,342,631,334
23481,games\6\6_17.mp4,285,633,342,631,334,627,329
23482,games\6\6_17.mp4,286,631,334,627,329,627,319
23483,games\6\6_17.mp4,287,627,329,627,319,622,314
23484,games\6\6_17.mp4,288,627,319,622,314,620,310
23485,games\6\6_17.mp4,289,622,314,620,310,615,300
23486,games\6\6_17.mp4,290,620,310,615,300,612,297
23487,games\6\6_17.mp4,291,615,300,612,297,609,293
23488,games\6\6_17.mp4,292,612,297,609,293,606,289
23489,games\6\6_17.mp4,293,609,293,606,289,600,285
23490,games\6\6_17.mp4,294,606,289,600,285,599,282
23491,games\6\6_17.mp4,295,600,285,599,282,595,278
23492,games\6\6_17.mp4,296,599,282,595,278,590,280
23493,games\6\6_17.mp4,297,595,278,590,280,587,276
23494,games\6\6_17.mp4,298,590,280,587,276,582,276
23495,games\6\6_17.mp4,299,587,276,582,276,579,276
23496,games\6\6_17.mp4,300,582,276,579,276,574,278
23497,games\6\6_17.mp4,301,579,276,574,278,571,281
23498,games\6\6_17.mp4,302,574,278,571,281,571,283
